"backers_count","blurb","categoryId","categoryName","categorySlug","converted_pledged_amount","country","country_displayable_name","created_at","created_at_formatted","creatorAvatar","creatorId","creatorName","creatorUrl","currency","currency_symbol","currency_trailing_code","current_currency","deadline","description","disable_communication","fx_rate","goal","id","is_starrable","launched_at","launched_at_formatted","link","locationId","locationName","name","photo","pledged","pubDate","slug","spotlight","staff_pick","state","state_changed_at","static_usd_rate","title","url","usd_exchange_rate","usd_pledged","usd_type"
"24","ATOS is a modern,contemporary object your home can't miss! Arm rest table with a phone stand to get 100% satisfaction from your relax!","337","Gadgets","technology/gadgets","1568","IT","Italy","1467884032","Thu, 07 Jul 2016 09:33:52 +0000","https://ksr-ugc.imgix.net/assets/007/462/646/59ff7b6dd53cd91846e82eba18798527_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1619536718&auto=format&frame=1&q=92&s=d564adeabd5ad21debf0e96a92b22669","510208129","Alessio Rocchi","https://www.kickstarter.com/profile/lohn","EUR","€","false","USD","1479159761","ATOS is a modern,contemporary object your home can't miss! Arm rest table with a phone stand to get 100% satisfaction from your relax!","false","1.17203066","500","826762061","false","1477600961","Thu, 27 Oct 2016 20:42:41 +0000","https://www.kickstarter.com/projects/lohn/atos-is-back-for-your-best-relax-with-3-new-colors?ref=discovery_newest","715496","Florence, Italy","ATOS is back for your best relax with 3 new colors!",,"1452","Thu, 27 Oct 2016 20:42:41 +0000","atos-is-back-for-your-best-relax-with-3-new-colors","true","false","successful","1479159761","1.08902804","ATOS is back for your best relax with 3 new colors!","https://www.kickstarter.com/projects/lohn/atos-is-back-for-your-best-relax-with-3-new-colors?ref=discovery_newest","1.07997192","1581.26871408","international"
"7886","The world's first toilet night light is back with a NEW never-fall arm, dimmer & more colors! Comes with a Lifetime Guarantee!","337","Gadgets","technology/gadgets","226870","US","the United States","1431232906","Sun, 10 May 2015 04:41:46 +0000","https://ksr-ugc.imgix.net/assets/009/279/340/85d91d675ab28f2b4038d0d27b4d799c_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1563642540&auto=format&frame=1&q=92&s=01bb6d965abcfef69b8a007738da01db","1585372093","Matt","https://www.kickstarter.com/profile/1585372093","USD","$","true","USD","1480191449","The world's first toilet night light is back with a NEW never-fall arm, dimmer & more colors! Comes with a Lifetime Guarantee!","false","1","10000","49755697","false","1477595849","Thu, 27 Oct 2016 19:17:29 +0000","https://www.kickstarter.com/projects/1585372093/illumibowl-2-toilet-night-light-sharktank-upgrade?ref=discovery_newest","2477080","Provo, UT","IllumiBowl 2.0: Toilet Night Light (Shark Tank Upgrade)",,"226870","Thu, 27 Oct 2016 19:17:29 +0000","illumibowl-2-toilet-night-light-sharktank-upgrade","true","false","successful","1480191451","1","IllumiBowl 2.0: Toilet Night Light (Shark Tank Upgrade)","https://www.kickstarter.com/projects/1585372093/illumibowl-2-toilet-night-light-sharktank-upgrade?ref=discovery_newest","1","226870.0","international"
"491","World's first universal waterproof smartphone holder. Safely & easily use your phone in the shower, hot tub, pool or beach on the go!","337","Gadgets","technology/gadgets","17814","US","the United States","1477019661","Fri, 21 Oct 2016 03:14:21 +0000","https://ksr-ugc.imgix.net/assets/014/201/716/a6a4f079ef1d36c0681ccd2d1f892488_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1477020413&auto=format&frame=1&q=92&s=1dcf747a8e5cd87300ff09fe353eb7ef","1464661685","ShowerCase","https://www.kickstarter.com/profile/showercase","USD","$","true","USD","1480190185","World's first universal waterproof smartphone holder. Safely & easily use your phone in the shower, hot tub, pool or beach on the go!","false","1","7500","928794139","false","1477594585","Thu, 27 Oct 2016 18:56:25 +0000","https://www.kickstarter.com/projects/showercase/shower-case-waterproof-smartphone-holder-with-wall?ref=discovery_newest","2354257","American Fork, UT","Shower Case: Waterproof Smartphone Holder with Wall Mount",,"17814","Thu, 27 Oct 2016 18:56:25 +0000","shower-case-waterproof-smartphone-holder-with-wall","true","false","successful","1480190185","1","Shower Case: Waterproof Smartphone Holder with Wall Mount","https://www.kickstarter.com/projects/showercase/shower-case-waterproof-smartphone-holder-with-wall?ref=discovery_newest","1","17814.0","international"
"361","Capture extraordinary photos on your smartphone with the world's first professional Xenon flash for iPhone.","337","Gadgets","technology/gadgets","24807","US","the United States","1476739064","Mon, 17 Oct 2016 21:17:44 +0000","https://ksr-ugc.imgix.net/assets/014/148/909/e4ef734b71286c257a792633c0ead5d0_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1476738623&auto=format&frame=1&q=92&s=9cf60c10351499f47b653c05de77432a","1426807922","iStabilizer","https://www.kickstarter.com/profile/istabilizer","USD","$","true","USD","1480640400","Capture extraordinary photos on your smartphone with the world's first professional Xenon flash for iPhone.","false","1","5000","547819941","false","1477587035","Thu, 27 Oct 2016 16:50:35 +0000","https://www.kickstarter.com/projects/istabilizer/xenon-flash-for-iphone?ref=discovery_newest","2419521","Heber City, UT","Xenon Flash for iPhone",,"24807","Thu, 27 Oct 2016 16:50:35 +0000","xenon-flash-for-iphone","true","false","successful","1480640401","1","Xenon Flash for iPhone","https://www.kickstarter.com/projects/istabilizer/xenon-flash-for-iphone?ref=discovery_newest","1","24807.0","international"
"152","ROBORanger is a tiny gadget that can save your life. A blaring 130-decibel alarm equipped with professional 911 response.","337","Gadgets","technology/gadgets","25064","US","the United States","1475789092","Thu, 06 Oct 2016 21:24:52 +0000","https://ksr-ugc.imgix.net/assets/014/012/185/6da863197fd951953268caaa9aaeff2a_original.JPG?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1475793604&auto=format&frame=1&q=92&s=bc1502b780b381faac0f5a4d0180b8e4","607962626","TeamROBO™","https://www.kickstarter.com/profile/607962626","USD","$","true","USD","1480084511","ROBORanger is a tiny gadget that can save your life. A blaring 130-decibel alarm equipped with professional 911 response.","false","1","25000","511292126","false","1477488911","Wed, 26 Oct 2016 13:35:11 +0000","https://www.kickstarter.com/projects/607962626/the-worlds-first-connected-personal-safety-alarm?ref=discovery_newest","2463583","Oakland, CA","The World's First Connected Personal Safety Alarm",,"25064","Wed, 26 Oct 2016 13:35:11 +0000","the-worlds-first-connected-personal-safety-alarm","true","false","successful","1480084511","1","The World's First Connected Personal Safety Alarm","https://www.kickstarter.com/projects/607962626/the-worlds-first-connected-personal-safety-alarm?ref=discovery_newest","1","25064.0","international"
"626","Add some romance to your life! Impress your friends with timeless beauty of the Firefle.","337","Gadgets","technology/gadgets","51412","US","the United States","1468706523","Sat, 16 Jul 2016 22:02:03 +0000","https://ksr-ugc.imgix.net/assets/013/666/040/85096c21580bc4ef272aa7a8752739bb_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1473884707&auto=format&frame=1&q=92&s=f882a621805938ecf45f5327b2cd6f9c","1937366080","Flameflex","https://www.kickstarter.com/profile/1937366080","USD","$","true","USD","1480024179","Add some romance to your life! Impress your friends with timeless beauty of the Firefle.","false","1","10000","1210799116","false","1477428579","Tue, 25 Oct 2016 20:49:39 +0000","https://www.kickstarter.com/projects/1937366080/flameflex?ref=discovery_newest","2459115","New York, NY","Flameflex. You can have a real fire tornado on your table.",,"51412","Tue, 25 Oct 2016 20:49:39 +0000","flameflex","true","false","successful","1480024179","1","Flameflex. You can have a real fire tornado on your table.","https://www.kickstarter.com/projects/1937366080/flameflex?ref=discovery_newest","1","51412.0","international"
"748","Programmable, battery-free wireless doorbell with an energy harvesting switch that operates wirelessly, without a battery.","337","Gadgets","technology/gadgets","21042","HK","Hong Kong","1476427256","Fri, 14 Oct 2016 06:40:56 +0000","https://ksr-ugc.imgix.net/assets/014/156/171/979666b272bf76cb6c5cf150c0850f31_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1476781049&auto=format&frame=1&q=92&s=a6e006cb75517086c77bb599fc666646","447699089","Linbell","https://www.kickstarter.com/profile/447699089","HKD","$","true","USD","1480176134","Programmable, battery-free wireless doorbell with an energy harvesting switch that operates wirelessly, without a battery.","false","0.12837951","15518","1406429569","false","1477407734","Tue, 25 Oct 2016 15:02:14 +0000","https://www.kickstarter.com/projects/447699089/linbell-the-wireless-doorbell-requires-no-battery?ref=discovery_newest","2165352","Hong Kong, Hong Kong","Linbell – The Wireless Doorbell Requires No Battery",,"163205","Tue, 25 Oct 2016 15:02:14 +0000","linbell-the-wireless-doorbell-requires-no-battery","true","false","successful","1480176135","0.12890405","Linbell – The Wireless Doorbell Requires No Battery","https://www.kickstarter.com/projects/447699089/linbell-the-wireless-doorbell-requires-no-battery?ref=discovery_newest","0.12893061","21037.78548025","international"
"5576","Your alarm clock is now a personal assistant. By learning about your agenda and hobbies, Bonjour helps make the most of each day.","337","Gadgets","technology/gadgets","730363","US","the United States","1475174026","Thu, 29 Sep 2016 18:33:46 +0000","https://ksr-ugc.imgix.net/assets/013/919/194/bd23136883f1bb6ecc918e78cfd962bc_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1477065975&auto=format&frame=1&q=92&s=5c0221531187433bdd44fdf88e92bee3","1450781303","BONJOUR","https://www.kickstarter.com/profile/1450781303","USD","$","true","USD","1480953586","Your alarm clock is now a personal assistant. By learning about your agenda and hobbies, Bonjour helps make the most of each day.","false","1","50000","956133828","false","1477407586","Tue, 25 Oct 2016 14:59:46 +0000","https://www.kickstarter.com/projects/1450781303/bonjour-smart-alarm-clock-with-artificial-intellig?ref=discovery_newest","2442047","Los Angeles, CA","Bonjour | Smart Alarm Clock with Artificial Intelligence",,"730363","Tue, 25 Oct 2016 14:59:46 +0000","bonjour-smart-alarm-clock-with-artificial-intellig","true","true","successful","1480953586","1","Bonjour | Smart Alarm Clock with Artificial Intelligence","https://www.kickstarter.com/projects/1450781303/bonjour-smart-alarm-clock-with-artificial-intellig?ref=discovery_newest","1","730363.0","international"
"805","ForeverGlass is offering the last iPhone tempered glass screen protector with a revolutionary Unlimited Lifetime WaRRRanty.","337","Gadgets","technology/gadgets","21557","US","the United States","1466227057","Sat, 18 Jun 2016 05:17:37 +0000","https://ksr-ugc.imgix.net/assets/013/559/121/02c06d29f7d395c36ee8fb7a0fc312b5_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1472670731&auto=format&frame=1&q=92&s=dc724cb41d6f6bab8cf74aca11e46e3c","1498065105","Gonzo Guardz","https://www.kickstarter.com/profile/1498065105","USD","$","true","USD","1480001360","ForeverGlass is offering the last iPhone tempered glass screen protector with a revolutionary Unlimited Lifetime WaRRRanty.","false","1","20000","1126675413","false","1477405760","Tue, 25 Oct 2016 14:29:20 +0000","https://www.kickstarter.com/projects/1498065105/foreverglass-iphone7-shatterproof-glass-guaranteed?ref=discovery_newest","2477058","Providence, RI","ForeverGlass iPhone 7 Shatterproof Glass Guaranteed for Life",,"21557","Tue, 25 Oct 2016 14:29:20 +0000","foreverglass-iphone7-shatterproof-glass-guaranteed","true","false","successful","1480001360","1","ForeverGlass iPhone 7 Shatterproof Glass Guaranteed for Life","https://www.kickstarter.com/projects/1498065105/foreverglass-iphone7-shatterproof-glass-guaranteed?ref=discovery_newest","1","21557.0","international"
"1215","A multi-functional touch-free Smart Controller, Bixi senses your in-air gestures and commands your devices for a distraction-free use!","337","Gadgets","technology/gadgets","121496","US","the United States","1472585457","Tue, 30 Aug 2016 19:30:57 +0000","https://ksr-ugc.imgix.net/assets/014/108/654/dc4ddb34a2f92008a8152be162816215_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1481818371&auto=format&frame=1&q=92&s=49427482b63f907d36020316c0500e19","1860920533","Bixi","https://www.kickstarter.com/profile/1860920533","USD","$","true","USD","1480782907","A multi-functional touch-free Smart Controller, Bixi senses your in-air gestures and commands your devices for a distraction-free use!","false","1","25000","1667282308","false","1477323307","Mon, 24 Oct 2016 15:35:07 +0000","https://www.kickstarter.com/projects/1860920533/bixi-control-any-smart-device-by-simply-waving-you?ref=discovery_newest","2442047","Los Angeles, CA","Bixi: Gesture Control Any Smart Device by Simply Waving!",,"121496","Mon, 24 Oct 2016 15:35:07 +0000","bixi-control-any-smart-device-by-simply-waving-you","true","true","successful","1480782907","1","Bixi: Gesture Control Any Smart Device by Simply Waving!","https://www.kickstarter.com/projects/1860920533/bixi-control-any-smart-device-by-simply-waving-you?ref=discovery_newest","1","121496.0","international"
"197","Transmit web content and notifications to nearby smartphones. Create info points, guided tours, treasure hunts and more!","337","Gadgets","technology/gadgets","18224","GB","the United Kingdom","1476971305","Thu, 20 Oct 2016 13:48:25 +0000","https://ksr-ugc.imgix.net/assets/013/262/770/383b0b7d31df3055410ccaee23c8a287_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1470228380&auto=format&frame=1&q=92&s=c5ce47ccf5c198690f1090b1ec4ec454","856859839","Live Beacon","https://www.kickstarter.com/profile/livebeacon","GBP","£","false","USD","1479247200","Transmit web content and notifications to nearby smartphones. Create info points, guided tours, treasure hunts and more!","false","1.36483183","10000","1552945875","false","1477301125","Mon, 24 Oct 2016 09:25:25 +0000","https://www.kickstarter.com/projects/livebeacon/live-beacon?ref=discovery_newest","44418","London, UK","Live Beacon: The World's Simplest iBeacon",,"14597","Mon, 24 Oct 2016 09:25:25 +0000","live-beacon","true","false","successful","1479247200","1.22331641","Live Beacon: The World's Simplest iBeacon","https://www.kickstarter.com/projects/livebeacon/live-beacon?ref=discovery_newest","1.24851739","17856.74963677","international"
"247","New plug-and-play car converter cable. Connecting your Android phone to the car stereo for music, controls and text display! #wirelinq","337","Gadgets","technology/gadgets","10326","US","the United States","1472150736","Thu, 25 Aug 2016 18:45:36 +0000","https://ksr-ugc.imgix.net/assets/013/987/653/417db4f213cfc4cd90d36bcbfee35f7d_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1476394895&auto=format&frame=1&q=92&s=b920421f5c214d97cf997047f4573c09","155452279","GROM Audio","https://www.kickstarter.com/profile/gromaudio","USD","$","true","USD","1479769200","New plug-and-play car converter cable. Connecting your Android phone to the car stereo for music, controls and text display! #wirelinq","false","1","8000","31003221","false","1476894104","Wed, 19 Oct 2016 16:21:44 +0000","https://www.kickstarter.com/projects/gromaudio/smart-android-usb-car-converter-cable-for-music-on?ref=discovery_newest","2362268","Belmont, CA","Wirelinq: a Smart Android USB Converter Cable for Car Music",,"10326","Wed, 19 Oct 2016 16:21:44 +0000","smart-android-usb-car-converter-cable-for-music-on","true","false","successful","1479769201","1","Wirelinq: a Smart Android USB Converter Cable for Car Music","https://www.kickstarter.com/projects/gromaudio/smart-android-usb-car-converter-cable-for-music-on?ref=discovery_newest","1","10326.0","international"
"691","CampMaid's Charcoal Chimney is the HOT new award winning addition to the CampMaid Grab-and-Go Complete Outdoor Cooking System!","337","Gadgets","technology/gadgets","62801","US","the United States","1471041803","Fri, 12 Aug 2016 22:43:23 +0000","https://ksr-ugc.imgix.net/assets/013/823/977/109b4c305e3f4ea627bc341489218818_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1474492963&auto=format&frame=1&q=92&s=49927dfdb987d12b02ba2c63cb4db173","2081385079","Ken Yocum","https://www.kickstarter.com/profile/2081385079","USD","$","true","USD","1479967200","CampMaid's Charcoal Chimney is the HOT new award winning addition to the CampMaid Grab-and-Go Complete Outdoor Cooking System!","false","1","50000","1435951849","false","1476808949","Tue, 18 Oct 2016 16:42:29 +0000","https://www.kickstarter.com/projects/2081385079/campmaid-charcoal-chimney-quickest-way-to-get-bbq?ref=discovery_newest","2487610","Salt Lake City, UT","CampMaid Charcoal Chimney - Quickest Way To Get BBQ Hot",,"62801","Tue, 18 Oct 2016 16:42:29 +0000","campmaid-charcoal-chimney-quickest-way-to-get-bbq","true","false","successful","1479967200","1","CampMaid Charcoal Chimney - Quickest Way To Get BBQ Hot","https://www.kickstarter.com/projects/2081385079/campmaid-charcoal-chimney-quickest-way-to-get-bbq?ref=discovery_newest","1","62801.0","international"
